Prevalence Sequence ID,CARD Short Name,species_count
135830,Hinf_PBP3_BLA,1
135624,APH(3')-Ia,1
135623,mphA,1
135622,Kpne_KpnG,1
135621,TEM-68,1
135620,sul1,1
135619,ANT(2'')-Ia,1
135618,Ecol_EFTu_PLV,1
135617,Sent_gyrA_FLO,1
135722,Ecol_EFTu_PLV,1
135615,Mmor_gyrB_FLO,1
135614,Kpne_OmpK37,1
135613,Kpne_ramR,1
135612,TEM-226,1
135611,TEM-120,1
135610,oqxB,1
135609,SHV-12,1
135608,Ecol_parC_FLO,1
135607,aadA8,1
135616,Ecol_parC_FLO,1
135644,OmpA,1
135643,msbA,1
135642,adeF,1
135641,Hinf_PBP3_BLA,1
135640,LptD,1
135639,AAC(3)-IIe,1
135638,oqxA,1
135637,acrD,1
135625,adeF,1
135635,SHV-74,1
135634,msbA,1
135633,rsmA,1
135632,Ecol_UhpT_FOF,1
135630,eptB,1
135629,Kpne_OmpK37,1
135628,FosA6,1
135627,ArnT,1
135626,LptD,1
135636,OmpA,1
135586,Ecol_EFTu_PLV,1
135585,Ecol_UhpT_FOF,1
135584,VEB-11,1
135583,Ecol_EFTu_PLV,1
135582,sul1,1
135579,tet(D),1
135578,tet(D),1
135577,tet(D),1
135606,aadA5,1
135575,SHV-179,1
135574,SHV-187,1
135573,SHV-76,1
135572,SHV-1,1
135571,PC1_blaZ,1
135570,sul2,1
135569,SHV-120,1
135568,AAC(3)-IId,1
135567,Ecol_parC_FLO,1
135576,SHV-179,1
135605,eptB,1
135604,AAC(3)-Ib,1
135603,dfrA17,1
135602,TEM-229,1
135601,eptB,1
135600,eptB,1
135599,LptD,1
135598,Ecol_EFTu_PLV,1
135587,Ecol_EFTu_PLV,1
135596,CrcB,1
135595,Kpne_OmpK37,1
135594,adeF,1
135593,OXA-505,1
135592,Ecol_EFTu_PLV,1
135591,adeF,1
135590,ArnT,1
135589,adeF,1
135588,Ecol_EFTu_PLV,1
135597,AAC(6')-Ib-cr6,1
135702,Ecol_EFTu_PLV,1
135701,oqxA,1
135700,CTX-M-65,1
135699,Ecol_MarR_MULT,1
135698,Hinf_PBP3_BLA,1
135697,Ecol_EFTu_PLV,1
135696,Ecol_UhpT_FOF,1
135695,ArnT,1
135645,ArnT,1
135693,Kpne_acrA,1
135692,msbA,1
135691,Kpne_OmpK37,1
135690,SHV-206,1
135689,OmpA,1
135688,baeR,1
135687,oqxA,1
135686,adeF,1
135685,emrB,1
135694,eptB,1
135721,TEM-138,1
135720,eptB,1
135719,CTX-M-66,1
135718,TEM-212,1
135717,tet(A),1
135716,tet(C),1
135715,Hinf_PBP3_BLA,1
135714,Ecol_EFTu_PLV,1
135703,adeF,1
135712,TEM-198,1
135711,CMY-162,1
135710,CMY-4,1
135709,Ecol_EFTu_PLV,1
135708,Kpne_KpnG,1
135707,Kpne_OmpK37,1
135706,APH(3'')-Ib,1
135705,CTX-M-69,1
135704,Ecol_EFTu_PLV,1
135713,Kpne_OmpK37,1
135663,OXA-833,1
135662,rmtF,1
135661,rmtF,1
135660,TEM-210,1
135659,rmtF,1
135658,OXA-484,1
135657,OXA-438,1
135656,AAC(6')-Ib-cr3,1
135684,LptD,1
135654,CRP,1
135653,LptD,1
135652,Ecol_EFTu_PLV,1
135651,FosA6,1
135650,LptD,1
135649,Kpne_KpnH,1
135648,Kpne_KpnG,1
135647,adeF,1
135646,eptB,1
135655,Kpne_KpnH,1
135683,FosA6,1
135682,qacG,1
135681,CRP,1
135680,arr-3,1
135679,AAC(6')-Ib-cr5,1
135678,adeF,1
135677,OXA-204,1
135676,OXA-232,1
135675,OXA-181,1
135664,CTX-M-234,1
135673,tet(A),1
135672,OXA-438,1
135671,TEM-135,1
135670,CTX-M-237,1
135669,oqxB,1
135668,TEM-1,1
135667,OXA-232,1
135666,OXA-535,1
135665,OXA-484,1
135674,OXA-162,1
136090,ArnT,1
136089,Kpne_KpnE,1
136088,LptD,1
136087,SHV-1,1
136086,FosA6,1
136085,adeF,1
136084,Ecol_EFTu_PLV,1
136083,AAC(3)-IV,1
135877,APH(6)-Id,1
136081,Ecol_EFTu_PLV,1
136080,QnrB1,1
136079,Kpne_acrA,1
136078,FosA6,1
136077,adeF,1
136076,ArnT,1
136075,adeF,1
136074,Kpne_KpnF,1
136072,catB3,1
136082,AAC(3)-IV,1
136112,mdtE,1
136111,Hinf_PBP3_BLA,1
136110,TEM-1,1
136109,AAC(6')-Ib-cr1,1
136108,AAC(6')-Ib-cr3,1
136105,Ecol_MarR_MULT,1
136104,CMY-94,1
136103,baeR,1
136091,eptB,1
136101,Kpne_OmpK37,1
136100,LptD,1
136098,adeF,1
136097,Kpne_KpnH,1
136096,AAC_6_IB_Su,1
136095,H-NS,1
136094,sul1,1
136093,Kpne_KpnH,1
136092,Kpne_KpnG,1
136102,Kpne_OmpK37,1
136051,ArnT,1
136050,adeF,1
136049,Kpne_OmpK37,1
136048,OmpA,1
136047,adeF,1
136046,LptD,1
136045,AAC(3)-IIe,1
136044,cpxA,1
136071,SCO-1,1
136042,Sent_gyrA_FLO,1
136041,AAC(6')-Ib7,1
136040,AAC(6')-Ib',1
136039,aadA,1
136038,rmtF,1
136037,adeF,1
136036,Hinf_PBP3_BLA,1
136035,LptD,1
136034,Kpne_acrA,1
136043,Ecol_EFTu_PLV,1
136070,Ecol_EFTu_PLV,1
136069,Ecol_UhpT_FOF,1
136068,Kpne_KpnG,1
136067,adeF,1
136066,oqxA,1
136065,msbA,1
136064,Kpne_acrA,1
136063,Ecol_gyrA_FLO,1
136052,eptB,1
136061,Kpne_KpnG,1
136060,FosA6,1
136059,LptD,1
136058,Kpne_KpnH,1
136057,Kpne_KpnG,1
136056,ArnT,1
136055,adeF,1
136054,Ecol_UhpT_FOF,1
136053,Hinf_PBP3_BLA,1
136062,CRP,1
136172,Kpne_KpnE,1
136171,Ecol_EFTu_PLV,1
136170,oqxB,1
136169,Ecol_MarR_MULT,1
136168,NDM-33,1
136167,cmlA8,1
136166,aadA,1
136165,aadA8,1
136113,APH(3')-Ia,1
136163,TEM-40,1
136162,AAC(6')-Ib10,1
136161,LptD,1
136160,Hinf_PBP3_BLA,1
136159,Ecol_gyrA_FLO,1
136158,SHV-1,1
136157,Ecol_EFTu_PLV,1
136156,Ecol_EFTu_PLV,1
136155,adeF,1
136164,aadA3,1
136191,Ecol_UhpT_FOF,1
136190,baeR,1
136189,adeF,1
136188,oqxA,1
136187,adeF,1
136186,Kpne_KpnH,1
136185,ArnT,1
136184,mphA,1
136173,Kpne_OmpK37,1
136182,Ecol_MarR_MULT,1
136181,adeF,1
136180,AAC(6')-Ib9,1
136179,TEM-169,1
136178,LptD,1
136177,Ecol_EFTu_PLV,1
136176,Ecol_gyrA_FLO,1
136175,oqxA,1
136174,adeF,1
136183,Ecol_EFTu_PLV,1
136132,AAC(3)-IIc,1
136131,dfrA14,1
136130,mdtP,1
136129,APH(6)-Id,1
136128,APH(6)-Id,1
136127,tet(A),1
136126,msbA,1
136125,adeF,1
136154,oqxA,1
136123,SHV-45,1
136122,mphE,1
136121,APH(6)-Id,1
136120,AAC(6')-Ib-cr6,1
136118,aadA16,1
136117,tet(A),1
136116,TEM-197,1
136115,mdtF,1
136114,emrR,1
136124,Ecol_UhpT_FOF,1
136153,adeF,1
136152,arr-3,1
136151,dfrA27,1
136150,aadA16,1
136149,emrR,1
136148,oqxB,1
136146,tet(C),1
136145,ANT(3'')-IIa,1
136144,Ecol_EFTu_PLV,1
136133,CrcB,1
136142,Ecol_EFTu_PLV,1
136141,Ccol_ACT_CHL,1
136140,TEM-214,1
136139,ANT(2'')-Ia,1
136138,SHV-189,1
136137,SHV-2A,1
136136,tet(A),1
136135,AAC(6')-Ib-cr6,1
136134,tet(A),1
136143,KPC-52,1
135934,QnrB21,1
135933,QnrB5,1
135932,Hinf_PBP3_BLA,1
135931,Ecol_EFTu_PLV,1
135930,Ecol_UhpT_FOF,1
135929,LptD,1
135928,oqxA,1
135927,adeF,1
136033,baeR,1
135925,Kpne_KpnG,1
135924,SHV-85,1
135923,SHV-134,1
135922,adeF,1
135921,Kpne_KpnG,1
135920,msbA,1
135919,Kpne_KpnE,1
135918,floR,1
135917,aadA16,1
135926,Kpne_KpnG,1
135953,mdtC,1
135952,mdtE,1
135951,eptA,1
135950,YojI,1
135949,mdtE,1
135948,mdtA,1
135947,mdtB,1
135946,mdtF,1
135935,mdtG,1
135944,evgS,1
135943,YojI,1
135942,Ecol_acrA,1
135941,AcrF,1
135940,emrK,1
135939,mdtO,1
135938,TolC,1
135937,msbA,1
135936,AcrF,1
135945,TolC,1
135896,ArnT,1
135895,baeR,1
135894,Kpne_acrA,1
135893,adeF,1
135892,Hinf_PBP3_BLA,1
135891,SHV-1,1
135890,adeF,1
135888,LptD,1
135916,Ecol_EFTu_PLV,1
135886,Ecol_EFTu_PLV,1
135885,KPC-31,1
135884,Ecol_UhpT_FOF,1
135883,Ecol_EFTu_PLV,1
135882,qacEdelta1,1
135881,QnrB19,1
135880,QnrB16,1
135879,LptD,1
135878,aadA24,1
135887,msbA,1
135915,Hinf_PBP3_BLA,1
135914,ArnT,1
135913,adeF,1
135912,oqxA,1
135911,adeF,1
135910,Hinf_PBP3_BLA,1
135909,tet(A),1
135908,AAC(6')-Ib10,1
135897,eptB,1
135906,adeF,1
135905,Ecol_EFTu_PLV,1
135904,adeF,1
135903,SHV-27,1
135902,dfrA12,1
135901,Kpne_KpnH,1
135900,LptD,1
135899,Ecol_UhpT_FOF,1
135898,Hinf_PBP3_BLA,1
135907,AAC(6')-Ib-cr6,1
136013,eptB,1
136012,adeF,1
136011,oqxA,1
136010,APH(6)-Id,1
136009,APH(6)-Id,1
136008,evgS,1
136007,QnrB19,1
136006,QnrB10,1
135954,Ecol_soxS_MULT,1
136004,Hinf_PBP3_BLA,1
136003,LptD,1
136002,AAC(6')-Ib10,1
136000,AAC(6')-Ib-cr6,1
135999,aadA,1
135998,Ecol_EFTu_PLV,1
135996,Kpne_ramR,1
135995,LptD,1
135994,Ecol_EFTu_PLV,1
136005,acrD,1
136032,adeF,1
136031,ArnT,1
136030,sul1,1
136029,sul1,1
136028,sul2,1
136027,APH(3'')-Ib,1
136026,CTX-M-28,1
136025,tet(D),1
136014,Hinf_PBP3_BLA,1
136023,APH(6)-Id,1
136022,tet(A),1
136021,CTX-M-28,1
136020,Kpne_KpnG,1
136019,CTX-M-236,1
136018,Ecol_EFTu_PLV,1
136017,Ecol_UhpT_FOF,1
136016,adeF,1
136015,CTX-M-163,1
136024,tet(A),1
135972,adeF,1
135971,emrB,1
135970,aadA9,1
135969,adeF,1
135968,oqxA,1
135967,FosA7,1
135966,sul1,1
135965,OmpA,1
135993,LptD,1
135963,oqxA,1
135962,OXA-1,1
135961,LptD,1
135960,adeF,1
135959,aadA2,1
135958,OXA-1,1
135957,catB3,1
135956,mphA,1
135955,Ecol_EFTu_PLV,1
135964,baeR,1
135992,eptB,1
135991,adeF,1
135990,mphA,1
135989,Ecol_EFTu_PLV,1
135988,Ecol_UhpT_FOF,1
135987,adeF,1
135986,LptD,1
135985,ArnT,1
135984,oqxA,1
135973,ArnT,1
135982,adeF,1
135981,QnrB17,1
135980,AAC(6')-Ib-cr6,1
135979,mdtM,1
135978,OXA-534,1
135977,rmtC,1
135976,OXA-320,1
135975,H-NS,1
135974,evgS,1
135983,adeF,1
142729,SHV-178,1
142728,CTX-M-66,1
142726,BRP(MBL),1
142725,APH(3')-Ia,1
142724,sul2,1
142723,AAC(6')-Ib-cr5,1
142722,oqxA,1
142721,oqxB,1
139327,adeF,1
142719,oqxA,1
142718,SHV-11,1
142717,rmtF,1
142716,adeF,1
142715,SHV-11,1
142714,Ecol_EFTu_PLV,1
142713,CTX-M-216,1
142712,CTX-M-142,1
142711,adeF,1
142720,adeF,1
142749,msbA,1
142748,adeF,1
142747,oqxA,1
142746,ArnT,1
142745,AAC(6')-Ib-cr4,1
142744,AAC(6')-Ib-cr3,1
142743,Kpne_OmpK37,1
142742,SHV-11,1
142730,oqxA,1
142740,Ecol_UhpT_FOF,1
142739,adeF,1
142738,ArnT,1
142737,adeF,1
142735,arr-3,1
142734,QepA2,1
142733,VEB-2,1
142732,baeR,1
142731,Kpne_KpnH,1
142741,adeF,1
142689,acrB,1
142688,VAM-1,1
142687,AAC(3)-IIe,1
142686,msbA,1
142685,adeF,1
142684,TEM-141,1
142683,adeF,1
142682,Kpne_ramR,1
142710,Kpne_ramR,1
142680,qacEdelta1,1
142679,tet(A),1
142678,tet(A),1
142677,baeR,1
142676,aadA16,1
142675,sul1,1
142673,Sent_gyrA_FLO,1
142672,Ecol_EFTu_PLV,1
142671,dfrA12,1
142681,dfrA27,1
142709,Hinf_PBP3_BLA,1
142708,Ecol_UhpT_FOF,1
142707,Kpne_OmpK37,1
142706,adeF,1
142705,oqxA,1
142704,adeF,1
142703,Kpne_KpnH,1
142702,OmpA,1
142690,adeF,1
142700,oqxA,1
142699,SHV-132,1
142698,oqxA,1
142697,oqxB,1
142696,oqxB,1
142695,Ecol_EFTu_PLV,1
142693,tet(A),1
142692,TEM-1,1
142691,Ecol_UhpT_FOF,1
142701,SHV-2,1
142806,OmpA,1
142805,emrR,1
142804,OXA-74,1
142803,mphA,1
142802,OmpA,1
142801,catB3,1
142800,arr-3,1
142799,catI,1
142750,LptD,1
142797,Ecol_EFTu_PLV,1
142796,adeF,1
142795,oqxA,1
142794,tet(D),1
142793,Ecol_EFTu_PLV,1
142792,emrR,1
142791,marA,1
142790,Ecol_EFTu_PLV,1
142789,Ecol_gyrA_FLO,1
142798,Ecol_EFTu_PLV,1
142825,Ecol_catII,1
142824,adeI,1
142823,MCR-1.11,1
142822,ErmT,1
142821,dfrA14,1
142820,MCR-1.5,1
142819,aadA2,1
142818,TEM-59,1
142807,tet(U),1
142816,TEM-137,1
142815,Ecol_EFTu_PLV,1
142814,Ecol_EFTu_PLV,1
142813,SHV-132,1
142812,KPC-54,1
142811,KPC-81,1
142810,SHV-40,1
142809,KPC-24,1
142808,SHV-12,1
142817,rmtB,1
142768,aadA15,1
142767,mdtB,1
142766,Ecol_EFTu_PLV,1
142765,Ecol_UhpT_FOF,1
142764,adeF,1
142763,LptD,1
142762,Kpne_KpnH,1
142761,eptB,1
142788,Kpne_KpnE,1
142759,oqxA,1
142758,SHV-11,1
142757,OmpA,1
142756,Kpne_OmpK37,1
142755,aadA24,1
142754,Ecol_EFTu_PLV,1
142753,Hinf_PBP3_BLA,1
142752,Ecol_UhpT_FOF,1
142751,CrcB,1
142760,adeF,1
142787,Hinf_PBP3_BLA,1
142786,LptD,1
142785,SHV-1,1
142784,OXA-1,1
142783,sul1,1
142782,oqxA,1
142781,Ecol_gyrA_FLO,1
142780,Sser_gyrB_FLO,1
142769,AAC(6')-Ib10,1
142778,Ecol_EFTu_PLV,1
142777,LptD,1
142776,pp_cat,1
142775,SHV-77,1
142774,mphA,1
142773,dfrA12,1
142772,acrB,1
142771,SHV-11,1
142770,KPC-3,1
142779,Ecol_EFTu_PLV,1
142573,AAC(3)-IId,1
142572,optrA,1
142571,vanR_in_vanM_cl,1
142570,vanS_in_vanM_cl,1
142569,dfrA27,1
142568,vanS_in_vanM_cl,1
142567,vanR_in_vanM_cl,1
142566,vanS_in_vanM_cl,1
142670,SHV-79,1
142564,vanY_in_vanM_cl,1
142563,vanX_in_vanM_cl,1
142562,SHV-12,1
142561,AAC(3)-IV,1
142560,SHV-119,1
142559,SHV-33,1
142558,TEM-2,1
142557,AAC(6')-Ib-cr3,1
142556,AAC(6')-Ib-cr4,1
142565,vanY_in_vanM_cl,1
142592,Ecol_EFTu_PLV,1
142591,adeF,1
142590,LptD,1
142589,oqxA,1
142588,adeF,1
142587,Kpne_OmpK37,1
142586,baeR,1
142585,adeF,1
142574,tet(D),1
142583,LptD,1
142582,oqxB,1
142581,oqxB,1
142580,Hinf_PBP3_BLA,1
142579,Hinf_PBP3_BLA,1
142578,emrA,1
142577,Ecol_EFTu_PLV,1
142576,ArnT,1
142575,LptD,1
142584,eptB,1
142535,MCR-1.5,1
142534,TolC,1
142533,TEM-216,1
142532,Ecol_EFTu_PLV,1
142531,LptD,1
142530,OmpA,1
142529,Ecol_EFTu_PLV,1
142528,Ecol_EFTu_PLV,1
142555,Ecol_EFTu_PLV,1
142526,AAC(6')-Ib7,1
142525,AAC(6')-Ib9,1
142524,Kpne_OmpK37,1
142523,adeF,1
142522,AAC(6')-Ib10,1
142521,eptB,1
142520,Sent_gyrA_FLO,1
142519,Kpne_OmpK37,1
142518,adeF,1
142527,adeF,1
142554,Ecol_EFTu_PLV,1
142553,Ecol_EFTu_PLV,1
142552,aadA8,1
142551,Kpne_KpnG,1
142550,msrE,1
142549,msrE,1
142548,AAC(6')-Ib-cr3,1
142547,CTX-M-92,1
142536,ErmT,1
142545,CTX-M-210,1
142544,Ecol_UhpT_FOF,1
142543,Kpne_KpnH,1
142542,Kpne_KpnG,1
142541,Ecol_EFTu_PLV,1
142540,Kpne_OmpK37,1
142539,mdtF,1
142538,QnrS8,1
142537,cpxA,1
142546,catI,1
142650,Kpne_KpnF,1
142649,OmpA,1
142648,msbA,1
142647,fosA5,1
142646,ArnT,1
142645,Ecol_EFTu_PLV,1
142644,TEM-20,1
142643,Ecol_UhpT_FOF,1
142593,adeF,1
142641,SHV-146,1
142640,OXA-320,1
142639,catB3,1
142638,OXA-796,1
142637,CRP,1
142636,Kpne_KpnG,1
142635,adeF,1
142634,oqxA,1
142633,Ecol_EFTu_PLV,1
142642,baeR,1
142669,LptD,1
142668,Ecol_EFTu_PLV,1
142667,OXA-896,1
142666,SHV-142,1
142665,LptD,1
142664,emrR,1
142663,aadA2,1
142662,aadA,1
142651,SHV-11,1
142660,ANT(3'')-IIa,1
142659,Ecol_gyrA_FLO,1
142658,Kpne_ramR,1
142657,Hinf_PBP3_BLA,1
142656,Sser_gyrB_FLO,1
142655,Kpne_KpnH,1
142654,Kpne_KpnG,1
142653,adeF,1
142652,oqxA,1
142661,TEM-104,1
142611,Ecol_EFTu_PLV,1
142610,armA,1
142609,eptB,1
142608,armA,1
142607,msrE,1
142606,Ecol_EFTu_PLV,1
142605,CRP,1
142604,adeF,1
142632,CTX-M-76,1
142602,msbA,1
142601,TEM-160,1
142600,Kpne_OmpK37,1
142599,OXA-232,1
142598,Ecol_EFTu_PLV,1
142597,oqxA,1
142596,Kpne_OmpK37,1
142595,CTX-M-219,1
142594,adeF,1
142603,adeF,1
142631,Kpne_OmpK37,1
142630,ANT(3'')-IIa,1
142629,Ecol_EFTu_PLV,1
142628,Kpne_KpnG,1
142627,SHV-116,1
142626,Hinf_PBP3_BLA,1
142625,FosA6,1
142624,Kpne_OmpK37,1
142623,Kpne_OmpK37,1
142612,TEM-40,1
142621,APH(6)-Id,1
142620,APH(6)-Id,1
142619,APH(3'')-Ib,1
142618,tet(D),1
142617,CTX-M-184,1
142616,Ecol_MarR_MULT,1
142615,Ecol_EFTu_PLV,1
142614,Ecol_EFTu_PLV,1
142613,Hinf_PBP3_BLA,1
142622,CMY-6,1
143038,pp_cat,1
143037,aadA25,1
143036,AAC(6')-Ib7,1
143035,Kpne_KpnE,1
143034,KLUC-2,1
143033,adeF,1
143032,adeF,1
143031,H-NS,1
142826,ErmT,1
143029,SHV-96,1
143028,TEM-171,1
143027,TEM-127,1
143026,OXA-320,1
143025,SHV-12,1
143024,APH(3')-Ia,1
143023,Ecol_EFTu_PLV,1
143022,adeF,1
143021,oqxA,1
143030,SHV-157,1
143057,Kpne_KpnG,1
143056,KPC-74,1
143055,Hinf_PBP3_BLA,1
143054,MCR-9.1,1
143053,QnrS4,1
143052,CTX-M-167,1
143051,AAC(6')-Ib',1
143050,adeJ,1
143039,AAC_6_IB_Su,1
143048,KPC-90,1
143047,adeF,1
143046,KPC-52,1
143045,CTX-M-147,1
143044,CTX-M-122,1
143043,aadA2,1
143042,Kpne_OmpK37,1
143041,dfrA5,1
143040,aadA15,1
143049,dfrA12,1
143000,adeF,1
142999,H-NS,1
142998,LptD,1
142997,marA,1
142996,Ecol_gyrA_FLO,1
142995,Ecol_EFTu_PLV,1
142994,aadA24,1
142993,Kpne_KpnG,1
143020,adeF,1
142991,eptB,1
142990,APH(3'')-Ib,1
142989,LptD,1
142988,AAC(3)-IIe,1
142987,AAC(3)-IId,1
142986,eptB,1
142985,oqxB,1
142984,oqxB,1
142983,APH(6)-Id,1
142992,emrR,1
143019,Kpne_KpnH,1
143018,FosA6,1
143017,SHV-1,1
143016,mdtB,1
143015,LptD,1
143014,Ecol_EFTu_PLV,1
143013,Ecol_UhpT_FOF,1
143012,OmpA,1
143001,aadA8b,1
143010,SHV-110,1
143009,marA,1
143008,SHV-75,1
143007,Kpne_KpnH,1
143006,aadA24,1
143005,ArnT,1
143004,Ecol_EFTu_PLV,1
143003,sul2,1
143002,DHA-1,1
143011,adeF,1
143115,SHV-55,1
143114,sul1,1
143113,aadA16,1
143112,aadA16,1
143111,arr-3,1
143110,arr-3,1
143109,aadA16,1
143108,Ecol_EFTu_PLV,1
143058,rmtF,1
143106,TolC,1
143104,adeF,1
143103,Kpne_KpnG,1
143102,adeF,1
143101,Ecol_UhpT_FOF,1
143100,oqxA,1
143099,Ecol_EFTu_PLV,1
143098,adeF,1
143097,Ecol_EFTu_PLV,1
143107,QnrS8,1
143135,Sent_gyrA_FLO,1
143134,Ecol_EFTu_PLV,1
143133,LptD,1
143132,ArnT,1
143131,PmrF,1
143130,acrD,1
143129,mdtC,1
143128,Ecol_acrA,1
143116,SHV-28,1
143125,Ecol_EFTu_PLV,1
143124,oqxA,1
143123,ErmT,1
143122,mdtP,1
143121,ErmT,1
143120,aadA12,1
143119,LptD,1
143118,Kpne_OmpK37,1
143117,SHV-11,1
143127,Kpne_OmpK37,1
143076,APH(6)-Id,1
143075,ANT(3'')-IIa,1
143074,MexR,1
143073,Kpne_OmpK37,1
143072,adeF,1
143071,SHV-28,1
143070,OmpA,1
143069,FosA6,1
143096,Ecol_UhpT_FOF,1
143067,adeF,1
143066,AAC(6')-Ib-cr3,1
143065,OmpA,1
143064,adeF,1
143063,Kpne_OmpK37,1
143062,adeF,1
143061,Ecol_EFTu_PLV,1
143060,Ecol_EFTu_PLV,1
143059,H-NS,1
143068,eptB,1
143095,oqxA,1
143094,adeF,1
143093,Kpne_KpnG,1
143092,Kpne_KpnH,1
143091,ArnT,1
143090,eptB,1
143089,LptD,1
143088,Kpne_OmpK37,1
143077,cpxA,1
143086,adeF,1
143085,sul1,1
143084,Kpne_KpnH,1
143083,Kpne_KpnG,1
143082,msbA,1
143081,Ecol_EFTu_PLV,1
143080,Sent_gyrA_FLO,1
143079,adeF,1
143078,LptD,1
143087,Kpne_KpnF,1
142884,Ecol_UhpT_FOF,1
142883,Sent_gyrA_FLO,1
142882,adeF,1
142881,adeF,1
142880,emrR,1
142879,rsmA,1
142878,AAC(6')-Ib8,1
142877,SHV-186,1
142982,APH(3'')-Ib,1
142875,adeF,1
142874,Ecol_catII,1
142873,aadA12,1
142872,AAC(6')-Ib7,1
142871,APH(3'')-Ib,1
142870,dfrA27,1
142869,Ecol_16rrsB_KAN,1
142868,baeR,1
142867,adeF,1
142876,adeF,1
142903,vanH_in_vanM_cl,1
142902,TEM-98,1
142901,vanY_in_vanM_cl,1
142900,dfrA27,1
142899,AAC(6')-Ib-cr3,1
142898,vanY_in_vanM_cl,1
142897,mphA,1
142896,tet(A),1
142885,APH(3')-IIa,1
142894,QnrS1,1
142893,QnrB2,1
142892,vanX_in_vanM_cl,1
142891,arr-3,1
142890,mphA,1
142889,vanX_in_vanM_cl,1
142888,vanS_in_vanM_cl,1
142887,oqxA,1
142886,VIM-48,1
142895,floR,1
142845,Ecol_EFTu_PLV,1
142844,Ecol_EFTu_PLV,1
142843,catI,1
142842,APH(3'')-Ib,1
142841,QnrB4,1
142840,arr-3,1
142839,APH(3'')-Ib,1
142838,DHA-1,1
142866,Kpne_KpnE,1
142835,Ecol_EFTu_PLV,1
142834,armA,1
142833,cmlA6,1
142832,TEM-122,1
142831,Ecol_EFTu_PLV,1
142830,armA,1
142829,armA,1
142828,AAC(6')-Ib',1
142827,Ecol_AcrR_MULT,1
142837,APH(3')-Ia,1
142865,Kpne_KpnE,1
142864,LptD,1
142863,aadA2,1
142862,APH(3'')-Ib,1
142861,SHV-2,1
142860,LptD,1
142859,Kpne_KpnH,1
142858,Kpne_OmpK37,1
142846,OXA-1,1
142855,oqxB,1
142854,Kpne_KpnF,1
142853,Ecol_EFTu_PLV,1
142852,marA,1
142851,sul2,1
142850,Ecol_UhpT_FOF,1
142849,CTX-M-210,1
142848,H-NS,1
142847,OXA-534,1
142857,ArnT,1
142961,KPC-59,1
142960,mdtB,1
142959,emrB,1
142958,acrB,1
142957,Kpne_KpnH,1
142956,Kpne_KpnG,1
142955,adeF,1
142954,oqxA,1
142904,vanY_in_vanM_cl,1
142952,LptD,1
142951,SHV-11,1
142950,Kpne_OmpK37,1
142949,Ecol_EFTu_PLV,1
142948,Ecol_EFTu_PLV,1
142947,OmpA,1
142946,baeR,1
142945,Kpne_KpnG,1
142944,msbA,1
142953,eptB,1
142981,Ecol_EFTu_PLV,1
142980,CTX-M-232,1
142979,adeF,1
142978,Ecol_UhpT_FOF,1
142977,CRP,1
142976,aadA24,1
142975,pp_cat,1
142974,SHV-11,1
142962,KPC-10,1
142972,pp_cat,1
142970,APH(6)-Id,1
142969,QnrS1,1
142968,QnrS1,1
142967,APH(3')-VI,1
142966,APH(3')-VIb,1
142965,TEM-206,1
142964,ArnT,1
142963,Kpne_KpnG,1
142973,QnrB10,1
142922,adeF,1
142921,LptD,1
142920,oqxB,1
142919,Ecol_EFTu_PLV,1
142918,adeF,1
142917,marA,1
142916,Kpne_KpnH,1
142915,KPC-31,1
142943,Kpne_KpnG,1
142913,KPC-76,1
142912,APH(3'')-Ib,1
142911,Hinf_PBP3_BLA,1
142910,LptD,1
142909,Ecol_EFTu_PLV,1
142908,adeF,1
142907,AAC(6')-Ib10,1
142906,Ecol_EFTu_PLV,1
142905,vanR_in_vanM_cl,1
142914,KPC-21,1
142942,adeF,1
142941,Kpne_OmpK37,1
142940,aadA15,1
142939,catI,1
142938,TEM-128,1
142937,TEM-105,1
142936,CTX-M-42,1
142935,OmpA,1
142934,QnrB1,1
142923,Kpne_KpnF,1
142932,Ecol_EFTu_PLV,1
142931,Ecol_EFTu_PLV,1
142930,Kpne_OmpK37,1
142929,SHV-123,1
142928,LptD,1
142927,SHV-52,1
142926,baeR,1
142925,oqxB,1
142924,Kpne_OmpK37,1
142933,Kpne_OmpK37,1
142092,adeF,1
142091,SHV-107,1
142090,Kpne_KpnF,1
142089,Sent_gyrA_TRC,1
142088,Ecol_EFTu_PLV,1
142087,adeF,1
142086,ArnT,1
142085,Kpne_KpnG,1
142517,aadA23,1
142083,CTX-M-90,1
142082,qacG,1
142081,Ecol_gyrA_FLO,1
142080,Ecol_UhpT_FOF,1
142079,Sser_gyrB_FLO,1
142078,Ecol_parC_FLO,1
142077,adeF,1
142076,Kpne_KpnF,1
142075,adeF,1
142084,adeF,1
142111,adeF,1
142110,Kpne_KpnH,1
142109,adeF,1
142108,oqxA,1
142107,LptD,1
142106,tet(A),1
142105,qacEdelta1,1
142104,Ecol_EFTu_PLV,1
142093,OmpA,1
142102,Sent_gyrA_TRC,1
142101,Hinf_PBP3_BLA,1
142100,adeF,1
142099,adeF,1
142098,H-NS,1
142097,tet(C),1
142096,Ecol_EFTu_PLV,1
142095,Ecol_parC_FLO,1
142094,Ecol_gyrA_FLO,1
142103,Ecol_EFTu_PLV,1
142034,oqxA,1
142033,Ecol_EFTu_PLV,1
142032,Ecol_EFTu_PLV,1
142031,adeF,1
